mint,burned,burn_utc,burn_signature,current_raw_owner,current_world_staked,current_beneficial_owner,current_world_staking_wallet,latest_event_utc,latest_signature,quest_user_wallet,quest_staking_wallet,current_stake_deposit_utc,current_stake_deposit_signature,best_known_last_qualifying_quest_utc,best_known_last_qualifying_quest_signature,quest_history_source,deep_history_status
EYFqjenUXZVfgCwyTWbLuHivhoFjSVzYRHGHW3acotPT,0,,,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,1,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-10-21T11:05:58Z,2hWvKx5TJFodNw455FqV8DVyum1LpbTzUt1GvfYFJgq4sAuDogD8ZJuowPowAe8qeXmBQQznLSp6sakRYBaDDNDY,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-10-21T11:05:58Z,2hWvKx5TJFodNw455FqV8DVyum1LpbTzUt1GvfYFJgq4sAuDogD8ZJuowPowAe8qeXmBQQznLSp6sakRYBaDDNDY,2026-08-25T07:31:11.000Z,4rtP3LQdxEFrF724Pcfj9eTdaMqDrbmvi11ewwfNYdLQTN1Zi9niu13zAFrmkA5n1V2cgfjmM8vUtzGWXEcmBYKc,DUNE_LIVE,LIVE_POST_BASELINE
EbYVzsKAAtdLeUR1teZaz1BuBJkWpF4qThYmL5x2PvFD,0,,,DM5YNogviE6YxVESWYG9TaZ9q4qiBLAJmxnA1LQRFMGZ,1,B1Pv8HZNHGdXC8qTsNGLCJKpnoetE2Y52RyeoJW9pE5Z,DM5YNogviE6YxVESWYG9TaZ9q4qiBLAJmxnA1LQRFMGZ,2026-02-07T15:10:06Z,65KhR2BPPeDxKGSJ5UfcDk6MaeJ8x1646VSz8Mb3iKUAni5viJjZs2aJJdbGY6CGTaS3NEzs8sY6j6jdCNMKYTmp,B1Pv8HZNHGdXC8qTsNGLCJKpnoetE2Y52RyeoJW9pE5Z,DM5YNogviE6YxVESWYG9TaZ9q4qiBLAJmxnA1LQRFMGZ,2026-02-07T15:10:06Z,65KhR2BPPeDxKGSJ5UfcDk6MaeJ8x1646VSz8Mb3iKUAni5viJjZs2aJJdbGY6CGTaS3NEzs8sY6j6jdCNMKYTmp,2026-08-31T09:39:48Z,5rqET3n1SkPB9jrcz8yM3KNBt6b2Q925G69tDBYwhL5yd6cLZzD3gSDSSgsbFqwtJkuaCoAvuRNq3eCNaKxhpdWi,INDEPENDENT_LIVE,LIVE_POST_CUTOVER
EbmEqoCCZmvnPo7GXGyjMHpPCYRXquc8mgPwy28A6QMK,0,,,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,1,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-04-13T04:51:21Z,5d9a5BidSeNNoyieeYYYThkzLcg1YE38ZaybXzdVWCQqqvnqUjEPAX8XGg5hXuo1Y4x7DUPZy24MjtYbauRgkGUf,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-04-13T04:51:21Z,5d9a5BidSeNNoyieeYYYThkzLcg1YE38ZaybXzdVWCQqqvnqUjEPAX8XGg5hXuo1Y4x7DUPZy24MjtYbauRgkGUf,2026-08-25T07:31:11.000Z,4rtP3LQdxEFrF724Pcfj9eTdaMqDrbmvi11ewwfNYdLQTN1Zi9niu13zAFrmkA5n1V2cgfjmM8vUtzGWXEcmBYKc,DUNE_LIVE,LIVE_POST_BASELINE
EciHyFgihynFy4CcmrREEcrGCinWt5cWUGhjorXD5Qtr,1,2026-08-24T15:31:42.000Z,4vCVtgkBVLBk7mDP9ph8dujTsrC1u9peWZbWF6sc8o4s2GD7PShbFWsbVLoo7ivijgNvkc1SVT7PcHiEGMrk61wx,,0,,,2026-08-24T15:31:42.000Z,4vCVtgkBVLBk7mDP9ph8dujTsrC1u9peWZbWF6sc8o4s2GD7PShbFWsbVLoo7ivijgNvkc1SVT7PcHiEGMrk61wx,,,,,,,,
EfV8bfJDC8akVgPF86DhYDo1XeoM3SwZqRzpzXMh4kM4,0,,,BCdR4tGAsJCV2PiD4y7LvUgSpoKhaEqj9cWLA68hCkzA,1,2hx9Je3RCTArTNhWJ4JYKreKxa1NPdTQqXZyBrgtUiKS,BCdR4tGAsJCV2PiD4y7LvUgSpoKhaEqj9cWLA68hCkzA,2024-01-16T20:54:23Z,5MUakUWkbAAMDTfjK89wZY1NXcuWZn2PLSh2JbQBM4FVc3MMoLZnnmNRF5ZdQSU4vyxZVEwrYEheoQkJ9BitaK5V,2hx9Je3RCTArTNhWJ4JYKreKxa1NPdTQqXZyBrgtUiKS,BCdR4tGAsJCV2PiD4y7LvUgSpoKhaEqj9cWLA68hCkzA,2024-01-16T20:54:23Z,5MUakUWkbAAMDTfjK89wZY1NXcuWZn2PLSh2JbQBM4FVc3MMoLZnnmNRF5ZdQSU4vyxZVEwrYEheoQkJ9BitaK5V,2026-08-28T07:33:31Z,3WnMgm1LaiyZF2QCBQCTGZxjKwxzixaRBAx5TYVVxU6iycjepqfBCzFeHYMVPPtNuwzRpoycy5tvW8jd3JHkLV6F,INDEPENDENT_LIVE,LIVE_POST_CUTOVER
EkDD8Qfxut2MYwma1NmYGUsaTA6W5qz8WK7JeCT2Eiiz,0,,,Db1meMQEgj8dCwzhR5W6coWt1yV4iEaQsYPKKDyGRUqW,1,Do9VaY2ru9QtaTWdhmuwc2Z9rj4rZ7D6EShdLTvxnp6h,Db1meMQEgj8dCwzhR5W6coWt1yV4iEaQsYPKKDyGRUqW,2026-01-12T18:01:20Z,5dm27sh57W3c4VxikJik1LZ7JAV2AKvAY2k87exHahZHGzuwJoVrgCvMDd6nwncSNB3imeMfjvwgsk6LVVVNEsd5,Do9VaY2ru9QtaTWdhmuwc2Z9rj4rZ7D6EShdLTvxnp6h,Db1meMQEgj8dCwzhR5W6coWt1yV4iEaQsYPKKDyGRUqW,2026-01-12T18:01:20Z,5dm27sh57W3c4VxikJik1LZ7JAV2AKvAY2k87exHahZHGzuwJoVrgCvMDd6nwncSNB3imeMfjvwgsk6LVVVNEsd5,2026-08-26T21:34:16Z,5y9KKMidZA2pNm3QLD2z2j7BfPbwsAQt6HEVyCQMK7sSkCy7PRQUy35JJG3GRnTBDLDeD6YVxYpw9nXSayk6pTiK,INDEPENDENT_LIVE,LIVE_POST_CUTOVER
EkEZwKrmTcE2s8DKscCw8zEA3iw4m2NVbYbAeVLomkmj,0,,,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,1,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-12-01T14:26:31Z,21L9tNEQw1co91md6WVpKEVB4jsHXPaqJG8jDpyyY2sTjSBsGk8cQg5s8JJ5QUuqbaRKZ9BhdMPThJi1LZX9NyEm,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-12-01T14:26:31Z,21L9tNEQw1co91md6WVpKEVB4jsHXPaqJG8jDpyyY2sTjSBsGk8cQg5s8JJ5QUuqbaRKZ9BhdMPThJi1LZX9NyEm,2026-08-25T07:31:11.000Z,4rtP3LQdxEFrF724Pcfj9eTdaMqDrbmvi11ewwfNYdLQTN1Zi9niu13zAFrmkA5n1V2cgfjmM8vUtzGWXEcmBYKc,DUNE_LIVE,LIVE_POST_BASELINE
EkExFpPxNCYyD3JdJZjBRjJhEG9LGCP2xLmR2TVgPY91,0,,,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,1,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-12-01T14:29:27Z,4rATcgTRaSxPSwJYQbMDCYX5HWwQqHzsKVwLTdyMie3FBDaq9wey9tVKEjnvXJa9UJyNNwvMAAyc9Z3qgR8znyxw,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-12-01T14:29:27Z,4rATcgTRaSxPSwJYQbMDCYX5HWwQqHzsKVwLTdyMie3FBDaq9wey9tVKEjnvXJa9UJyNNwvMAAyc9Z3qgR8znyxw,2026-08-25T07:31:11.000Z,4rtP3LQdxEFrF724Pcfj9eTdaMqDrbmvi11ewwfNYdLQTN1Zi9niu13zAFrmkA5n1V2cgfjmM8vUtzGWXEcmBYKc,DUNE_LIVE,LIVE_POST_BASELINE
EmC1JZRjNjpKmeumCZtvUVPt2pWGkkFNhA7AQFDjhPr3,0,,,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,1,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-12-01T14:27:29Z,46wVrMn8yTVmAD6o1RGjQWdS1RWpDxzQjpXTQbeSSPd6tWngjPrEeBsqcPvnqvXkVfVub8owRFVXPfoz8Jx7wiUx,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-12-01T14:27:29Z,46wVrMn8yTVmAD6o1RGjQWdS1RWpDxzQjpXTQbeSSPd6tWngjPrEeBsqcPvnqvXkVfVub8owRFVXPfoz8Jx7wiUx,2026-08-25T07:31:11.000Z,4rtP3LQdxEFrF724Pcfj9eTdaMqDrbmvi11ewwfNYdLQTN1Zi9niu13zAFrmkA5n1V2cgfjmM8vUtzGWXEcmBYKc,DUNE_LIVE,LIVE_POST_BASELINE
EpfQEmhUpcmDw9arwFj64QrNVy3ZbVcgCBo84injMn3U,0,,,8TAx5eRzjvYioRmc83vrzWuEzhav63ccEs7ZuzndxddU,1,Cwg4F9HnwEKktX662TLjYvUjvZStpQHss9BasJYSaGPj,8TAx5eRzjvYioRmc83vrzWuEzhav63ccEs7ZuzndxddU,2026-06-29T18:48:58Z,4XnZoZzefSw4RBychUoeSLmH4gq9CEQtj2rzQnAfnPZ6LLKEMNfcaKBTwiVtbX9ThKpwqWTJbKdnS5bMQRaATtYK,Cwg4F9HnwEKktX662TLjYvUjvZStpQHss9BasJYSaGPj,8TAx5eRzjvYioRmc83vrzWuEzhav63ccEs7ZuzndxddU,2026-06-29T18:48:58Z,4XnZoZzefSw4RBychUoeSLmH4gq9CEQtj2rzQnAfnPZ6LLKEMNfcaKBTwiVtbX9ThKpwqWTJbKdnS5bMQRaATtYK,2026-08-28T06:25:53Z,3wyPJbJFHo4Fvu7Und18ezfHzbJFeq5FuiuZQzTTQAzrrC7RmAWXjXmonJge3e898SwmhStEUrJE6grUaYQ74KcV,INDEPENDENT_LIVE,LIVE_POST_CUTOVER
ErFNDc4vsBmkHhQU5ZxS9pksH1TbgL1D8i7H1r9XuZxL,0,,,Db1meMQEgj8dCwzhR5W6coWt1yV4iEaQsYPKKDyGRUqW,1,Do9VaY2ru9QtaTWdhmuwc2Z9rj4rZ7D6EShdLTvxnp6h,Db1meMQEgj8dCwzhR5W6coWt1yV4iEaQsYPKKDyGRUqW,2025-04-14T13:06:58Z,5dbAicqBRFprJMYb8isYS1z4CzpJtCCDVPtXnUkNE5eD5UnsKhWyt1wJ3WL2jDhCoQYw9f9KnZ4N9PbNxAWyiAXu,Do9VaY2ru9QtaTWdhmuwc2Z9rj4rZ7D6EShdLTvxnp6h,Db1meMQEgj8dCwzhR5W6coWt1yV4iEaQsYPKKDyGRUqW,2025-04-14T13:06:58Z,5dbAicqBRFprJMYb8isYS1z4CzpJtCCDVPtXnUkNE5eD5UnsKhWyt1wJ3WL2jDhCoQYw9f9KnZ4N9PbNxAWyiAXu,2026-08-26T21:34:16Z,5y9KKMidZA2pNm3QLD2z2j7BfPbwsAQt6HEVyCQMK7sSkCy7PRQUy35JJG3GRnTBDLDeD6YVxYpw9nXSayk6pTiK,INDEPENDENT_LIVE,LIVE_POST_CUTOVER
Esbe5wAZfg5DYJbzPtKLbgu6TPCJzbo6S92iYAkKY9ji,0,,,5ByLqbLYQcBZd5pwTFtDcU9cJXgqMBxnbEbynTdmqDPZ,1,DXaSLA5KS5fCAQvtGorUyUPRD4dVX5tB12zv8QyDUtBL,5ByLqbLYQcBZd5pwTFtDcU9cJXgqMBxnbEbynTdmqDPZ,2025-04-22T10:00:34+00:00,43gnKnXtoowsJhkCBcLjCEyCP2EtL1gQRWkHupitugAzn6S6c5J39w93QWN1Av7MmA6p5fEXssgLGSEqR1wVWfjc,DXaSLA5KS5fCAQvtGorUyUPRD4dVX5tB12zv8QyDUtBL,5ByLqbLYQcBZd5pwTFtDcU9cJXgqMBxnbEbynTdmqDPZ,2025-04-22T10:00:34+00:00,43gnKnXtoowsJhkCBcLjCEyCP2EtL1gQRWkHupitugAzn6S6c5J39w93QWN1Av7MmA6p5fEXssgLGSEqR1wVWfjc,2026-08-27T12:12:14Z,36BeMmDBLYZkVBpuYpxjRDekbJRsk2MHBpreJqqzCN2vzKzY4QX3U5Jc2RVrGDqjF5KZPR2y3vmZdY4QLsQVP6k8,INDEPENDENT_LIVE,LIVE_POST_CUTOVER
EsinbfL4Nj6aXW5czUo6mcu4E2Uk3mSXLRF2tJbVtK5h,0,,,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,1,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-12-01T14:44:17Z,53LmLNuyoc1LFwmrR9DyGLqTLA1uWwKaGFVRCaBsxveLkj7St8J7MjoowEnA64NXZ4Hay6TK4PTa9aNsYVzD42Vn,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-12-01T14:44:17Z,53LmLNuyoc1LFwmrR9DyGLqTLA1uWwKaGFVRCaBsxveLkj7St8J7MjoowEnA64NXZ4Hay6TK4PTa9aNsYVzD42Vn,2026-08-25T07:31:11.000Z,4rtP3LQdxEFrF724Pcfj9eTdaMqDrbmvi11ewwfNYdLQTN1Zi9niu13zAFrmkA5n1V2cgfjmM8vUtzGWXEcmBYKc,DUNE_LIVE,LIVE_POST_BASELINE
Esj4GkCnVPgnaJdZqxTKvsfzUxNvXZmCaFVqgmrGgJaf,0,,,DM5YNogviE6YxVESWYG9TaZ9q4qiBLAJmxnA1LQRFMGZ,1,B1Pv8HZNHGdXC8qTsNGLCJKpnoetE2Y52RyeoJW9pE5Z,DM5YNogviE6YxVESWYG9TaZ9q4qiBLAJmxnA1LQRFMGZ,2025-04-13T07:13:14Z,HKF3N8HTkbimPbJF7g9saHuXAu6TdMBmwpPxYX4XSw6vZD55iBVSPj32oZiXjQJ1HcpBSPpgWdGkjRcAe2jjuYW,B1Pv8HZNHGdXC8qTsNGLCJKpnoetE2Y52RyeoJW9pE5Z,DM5YNogviE6YxVESWYG9TaZ9q4qiBLAJmxnA1LQRFMGZ,2025-04-13T07:13:14Z,HKF3N8HTkbimPbJF7g9saHuXAu6TdMBmwpPxYX4XSw6vZD55iBVSPj32oZiXjQJ1HcpBSPpgWdGkjRcAe2jjuYW,2026-08-31T09:39:48Z,5rqET3n1SkPB9jrcz8yM3KNBt6b2Q925G69tDBYwhL5yd6cLZzD3gSDSSgsbFqwtJkuaCoAvuRNq3eCNaKxhpdWi,INDEPENDENT_LIVE,LIVE_POST_CUTOVER
Et2tYq8mBjuzqfzNLp7MC2zFKAPkJR8AheSahSR9DMne,0,,,8TAx5eRzjvYioRmc83vrzWuEzhav63ccEs7ZuzndxddU,1,Cwg4F9HnwEKktX662TLjYvUjvZStpQHss9BasJYSaGPj,8TAx5eRzjvYioRmc83vrzWuEzhav63ccEs7ZuzndxddU,2022-08-20T08:30:01Z,5wwTjVVqye5GJKedRmVwuXf9W7xE4NvMknZgDP6hmfmdAr9dqaBcdfWPV7bznWkE1Rp7gydEKCPegarR2b7xwXn6,Cwg4F9HnwEKktX662TLjYvUjvZStpQHss9BasJYSaGPj,8TAx5eRzjvYioRmc83vrzWuEzhav63ccEs7ZuzndxddU,2022-08-20T08:30:01Z,5wwTjVVqye5GJKedRmVwuXf9W7xE4NvMknZgDP6hmfmdAr9dqaBcdfWPV7bznWkE1Rp7gydEKCPegarR2b7xwXn6,2026-08-28T06:25:53Z,3wyPJbJFHo4Fvu7Und18ezfHzbJFeq5FuiuZQzTTQAzrrC7RmAWXjXmonJge3e898SwmhStEUrJE6grUaYQ74KcV,INDEPENDENT_LIVE,LIVE_POST_CUTOVER
EtqzYdkcSi6o8ozKs4HkfnyjKzeVB2kWKmyKFSQbjk7i,0,,,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,1,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-12-01T14:38:57Z,49tPrbR1RaRsGcBZwPemMFoR364nkwGmbPP2SnGf3918wYjp64GYi4wgm8SQ7ktxngBhQySkKaVT7qt8od9zUjL8,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-12-01T14:38:57Z,49tPrbR1RaRsGcBZwPemMFoR364nkwGmbPP2SnGf3918wYjp64GYi4wgm8SQ7ktxngBhQySkKaVT7qt8od9zUjL8,2026-08-25T07:31:11.000Z,4rtP3LQdxEFrF724Pcfj9eTdaMqDrbmvi11ewwfNYdLQTN1Zi9niu13zAFrmkA5n1V2cgfjmM8vUtzGWXEcmBYKc,DUNE_LIVE,LIVE_POST_BASELINE
Etr7ssCULzZoxcUDJhBHeNWYMtfexvTvW9VuKrfMAExN,0,,,FYL4LRChq2a6w8PenydNEd1ExoKpBVNpueitXAXanSGy,1,FpqrjWJpTNwv1b1nu3Kouzn7KRZeAxcvyXfHgkGFQ9Gd,FYL4LRChq2a6w8PenydNEd1ExoKpBVNpueitXAXanSGy,2025-04-19T15:13:10Z,HBJofTEJ7AZyCmubKayEEo6NAUEyet8Lte1QK3r6SBBkBQpqLMcDKUVG7NYLSLoC4SKBMnCwuFUbgs7m6v67GdY,FpqrjWJpTNwv1b1nu3Kouzn7KRZeAxcvyXfHgkGFQ9Gd,FYL4LRChq2a6w8PenydNEd1ExoKpBVNpueitXAXanSGy,2025-04-19T15:13:10Z,HBJofTEJ7AZyCmubKayEEo6NAUEyet8Lte1QK3r6SBBkBQpqLMcDKUVG7NYLSLoC4SKBMnCwuFUbgs7m6v67GdY,2026-08-24T04:22:35.000Z,5oK95ozVzmUYxqJmZd7NLGb2U4oYDLVTieQMPA7TJve19iKQ41uaDdvJ8VHYNmcxSnH1A7BK2NrfTFFcJbTUKTey,DUNE_LIVE,LIVE_POST_BASELINE
EubJD8MJBbGeWZawEXCopiaju6aA9NzP4np9z6JUkyni,0,,,FYL4LRChq2a6w8PenydNEd1ExoKpBVNpueitXAXanSGy,1,FpqrjWJpTNwv1b1nu3Kouzn7KRZeAxcvyXfHgkGFQ9Gd,FYL4LRChq2a6w8PenydNEd1ExoKpBVNpueitXAXanSGy,2025-04-19T15:14:28Z,2rtBHeE74M7KhrdHBvMywyyMm7P9fuQ1TXGGdHM91Ydsxc9GL9kkPzU6ceS8jTbZwRd88GXjvLNHbB95Hh2iyTLY,FpqrjWJpTNwv1b1nu3Kouzn7KRZeAxcvyXfHgkGFQ9Gd,FYL4LRChq2a6w8PenydNEd1ExoKpBVNpueitXAXanSGy,2025-04-19T15:14:28Z,2rtBHeE74M7KhrdHBvMywyyMm7P9fuQ1TXGGdHM91Ydsxc9GL9kkPzU6ceS8jTbZwRd88GXjvLNHbB95Hh2iyTLY,2026-08-24T04:22:35.000Z,5oK95ozVzmUYxqJmZd7NLGb2U4oYDLVTieQMPA7TJve19iKQ41uaDdvJ8VHYNmcxSnH1A7BK2NrfTFFcJbTUKTey,DUNE_LIVE,LIVE_POST_BASELINE
EuswLpnr696ypyDHXA4dJWRRBuL3tZ6m1MpbmonVrc4S,0,,,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,1,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-04-13T04:35:48Z,Qtyfg7Z2cwbR2W2LnJ5UEpehwDdwmwNhvy3uZnYGCNkakhaGwiYvkEJG7L2mMD8VKH3brvH1NNvvDmnKJEYcB4n,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-04-13T04:35:48Z,Qtyfg7Z2cwbR2W2LnJ5UEpehwDdwmwNhvy3uZnYGCNkakhaGwiYvkEJG7L2mMD8VKH3brvH1NNvvDmnKJEYcB4n,2026-08-25T07:31:11.000Z,4rtP3LQdxEFrF724Pcfj9eTdaMqDrbmvi11ewwfNYdLQTN1Zi9niu13zAFrmkA5n1V2cgfjmM8vUtzGWXEcmBYKc,DUNE_LIVE,LIVE_POST_BASELINE
Ev5DqXoG2MK6zwbS3QXrVVmKrbMgCxTrWx2zKtfG6iAB,0,,,Db1meMQEgj8dCwzhR5W6coWt1yV4iEaQsYPKKDyGRUqW,1,Do9VaY2ru9QtaTWdhmuwc2Z9rj4rZ7D6EShdLTvxnp6h,Db1meMQEgj8dCwzhR5W6coWt1yV4iEaQsYPKKDyGRUqW,2025-10-29T10:09:13Z,33HuRuZ7ZZw7WRU6aKH7K88WSDz5chgtUoCH56x4pPtLsjrkvn8yeze44LWXVG53DhSzr6yZs2HoMjVEMp9mZqtt,Do9VaY2ru9QtaTWdhmuwc2Z9rj4rZ7D6EShdLTvxnp6h,Db1meMQEgj8dCwzhR5W6coWt1yV4iEaQsYPKKDyGRUqW,2025-10-29T10:09:13Z,33HuRuZ7ZZw7WRU6aKH7K88WSDz5chgtUoCH56x4pPtLsjrkvn8yeze44LWXVG53DhSzr6yZs2HoMjVEMp9mZqtt,2026-08-26T21:34:16Z,5y9KKMidZA2pNm3QLD2z2j7BfPbwsAQt6HEVyCQMK7sSkCy7PRQUy35JJG3GRnTBDLDeD6YVxYpw9nXSayk6pTiK,INDEPENDENT_LIVE,LIVE_POST_CUTOVER
EwEAtW5tMZ6tsAxYB1y5VZGwKkqqNQxBt1i1ZEsh3R6j,1,2026-08-24T15:31:42.000Z,59J1wgoFySb9drEYRCHiP1fBXXofUoLdgcfz62TGz9prJjxcYkkpWdWvHXFY1AYS3AVQnTwr5PqmgjWtv3Qh54AB,,0,,,2026-08-24T15:31:42.000Z,59J1wgoFySb9drEYRCHiP1fBXXofUoLdgcfz62TGz9prJjxcYkkpWdWvHXFY1AYS3AVQnTwr5PqmgjWtv3Qh54AB,,,,,,,,
EwrYq7197r29QcH6o8cawkHQCA441NfJSt8v9VJwteVq,0,,,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,1,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-12-01T14:30:23Z,53uAcNLopo8exwkQqs3E3W8aTeK65a5CHospXFYJVo8gw7QKqEKKcpoE2zdpE67dgp7JCgzZuRJSuqjYaQ5cPWaR,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-12-01T14:30:23Z,53uAcNLopo8exwkQqs3E3W8aTeK65a5CHospXFYJVo8gw7QKqEKKcpoE2zdpE67dgp7JCgzZuRJSuqjYaQ5cPWaR,2026-08-25T07:31:11.000Z,4rtP3LQdxEFrF724Pcfj9eTdaMqDrbmvi11ewwfNYdLQTN1Zi9niu13zAFrmkA5n1V2cgfjmM8vUtzGWXEcmBYKc,DUNE_LIVE,LIVE_POST_BASELINE
Exfsq35V5MkyuCF87osLe37swe2frLcbFQbpTMD67B76,0,,,CqNYeYsqQ8B7WXuo3EJrUe8ZXL7Jwd8esprgfJ5dy8Ks,1,J5PmDvfYhrsmeqeo8MxtJiQu4p2dE6uVAF4wiFKvLQBQ,CqNYeYsqQ8B7WXuo3EJrUe8ZXL7Jwd8esprgfJ5dy8Ks,2022-10-06T20:24:23+00:00,3KvnDAw7gcXNPEtPHg7CQf7jKXhecASgAgZbxZfKPYbWpVce9UWcAcKjcZNSUPKjbM6G2L6rz94kTdnFbYJgV4LP,J5PmDvfYhrsmeqeo8MxtJiQu4p2dE6uVAF4wiFKvLQBQ,CqNYeYsqQ8B7WXuo3EJrUe8ZXL7Jwd8esprgfJ5dy8Ks,2022-10-06T20:24:23+00:00,3KvnDAw7gcXNPEtPHg7CQf7jKXhecASgAgZbxZfKPYbWpVce9UWcAcKjcZNSUPKjbM6G2L6rz94kTdnFbYJgV4LP,2026-08-30T02:38:23Z,2NdWdgrvAL9Coz9Au1AWsj7hNDHKXjGqK5pVVjLCyR6cS55DwaRhT4mS9iU5ehpstKwp6DwrAGeWrpNCMjQJVNSN,INDEPENDENT_LIVE,LIVE_POST_CUTOVER
Eye9RCFpKicYqg5Dtvwu81qUyLLmT4LJNWBmYWWYRGK9,0,,,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,1,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-12-01T14:22:41Z,HCrEvgsNuyzAZACLvJqAyRz8nqPwDnJ9iwoxCenvHbhqX5b5rzZNGdUT2dShZzrwZbL78fE8Qvz4kdMbhFP1tWr,7LscpY288mvuC8kBax5KhcxH9BucLs9cCndo2HUi5xWb,BfBqvwoNLVSEvrjukaRUdex72PEF234oY8RogGtqFRZv,2025-12-01T14:22:41Z,HCrEvgsNuyzAZACLvJqAyRz8nqPwDnJ9iwoxCenvHbhqX5b5rzZNGdUT2dShZzrwZbL78fE8Qvz4kdMbhFP1tWr,2026-08-25T07:31:11.000Z,4rtP3LQdxEFrF724Pcfj9eTdaMqDrbmvi11ewwfNYdLQTN1Zi9niu13zAFrmkA5n1V2cgfjmM8vUtzGWXEcmBYKc,DUNE_LIVE,LIVE_POST_BASELINE
